cislo_zasedani;datum;rok;kategorie;tema;castka;vydaj;text;soubor;url
15;2023-04-19;2023;schvaluje;Ostatní;;Bez částky;Aktualizovaný Havarijní plán skladu ČEPRO, a.s. Střelice, zpracovanému jako 5. vydání, předloženým společností ČEPRO, a.s. Loukov 166, Loukov.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;schvaluje;Dotace a finance;;Bez částky;Rozpočtové opatření č. 4/2023.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;schvaluje;Školství;;Bez částky;Návrh rozpočtu ZUŠ Střelice na rok 2023.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;schvaluje;Školství;;Bez částky;Návrh střednědobého výhledu ZUŠ Střelice na roky 2024 a 2025.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;schvaluje;Školství;;Bez částky;Návrh rozpočtu ZŠ a MŠ Střelice na rok 2023.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;schvaluje;Školství;;Bez částky;Návrh střednědobého výhledu ZŠ a MŠ Střelice na roky 2024 a 2025.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;schvaluje;Školství;;Bez částky;Upravený odpisový plán ZŠ a MŠ Střelice za rok 2022.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;schvaluje;Školství;;Bez částky;Odpisový plán ZŠ a MŠ Střelice za rok 2023.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;projednala;Pozemky, majetek a bydlení;;Bez částky;Další postup jednání s realitní kanceláří, která zajišťuje prodej obchodního domu Satov ve Střelicích, ulice Ant. Smutného.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;projednala;Správa obce a úřad;;Bez částky;Pravidla pro označování ulic, veřejných prostranství a číslování budov v katastru obce Střelice.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;projednala;Ostatní;;Bez částky;"Zaslané návrhy na nové názvy ulic a předává do zastupitelstva ke schválení tyto návrhy. Pro lokalitu Kopaniny – (1) Květná, (2) Slunečná; pro lokalitu Žleby II – (1) Luční, (2) Vyhlídková, (3) Žleby, (4) Polní.";RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;projednala;Ostatní;;Bez částky;Žádost E. B. o řešení regulace a zadržování dešťových vod na polní cestě směr od Hanek k Čepru.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;projednala;Životní prostředí a odpady;;Bez částky;Návrh Dodatku č. 23 ke Smlouvě o vkladu vodovodního řadu do hospodaření Svazku v Obytném souboru Kopaniny, větev B a C, uzavřené mezi obcí Střelice a Svazkem vodovodů a kanalizací Ivančice.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;projednala;Stavby, investice a územní rozvoj;;Bez částky;Kupní smlouvu a Smlouvu o převodu vlastnického práva ke komunikaci a veřejnému osvětlení včetně odkupu pozemků pod komunikací v Obytném soubor Kopaniny, větev B a C, mezi obcí Střelice, společností ZGR Saxa, s.r.o. a jednotlivými majiteli pozemků.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;bere na vědomí;Doprava a sítě;;Bez částky;Oznámení MěÚ Šlapanice, odboru dopravy o povolení úplné uzavírky silnice č. III/15267 – ulice Nebovidská v Obci Střelice ve dnech 27. 5. 2023 v čase 9-17 hodin a 3. 9. 2023 v čase 13-17 hodin zaslané na základě žádosti SDH Střelice.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;bere na vědomí;Školství;;Bez částky;Oznámení paní T. B. o ukončení svého členství ve Školské radě při Základní škole a Mateřské škole Střelice.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;bere na vědomí;Pozemky, majetek a bydlení;;Bez částky;Nabídku společnosti Správa železnic, státní organizace na odkup pozemků p. č. 3446/1 a p. č. 3446/2, k.ú. Střelice u Brna, lokalita u železniční trati na Znojmo (za tunýlkem), a požádá o návrh ceny za uvedené pozemky.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;bere na vědomí;Životní prostředí a odpady;;Bez částky;Oznámení MěÚ Šlapanice, odboru životního prostředí o vydání povolení k nakládání s podzemními vodami a schválení stavebního záměru na stavbu vodního díla „Vrtaná studna na pozemku p. č. 5340/4 v k. ú. Střelice u Brna“, lokalita Nivky. Žadatel R. A.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;bere na vědomí;Doprava a sítě;;Bez částky;Postup prací při realizaci schváleného připojení elektro NN „Střelice, přípojka NN“ k zahradě p. č. 5789, k. ú. Střelice u Brna, lokalita Březečí, zaslaných panem P. Š.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;bere na vědomí;Životní prostředí a odpady;;Bez částky;Souhlas MěÚ Šlapanice, odboru životního prostředí s činností v ochranném pásmu památného stromu břestovce západního ev.č. 106077, spočívající v provedení ořezu koncových větví za předem stanovených podmínek.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;bere na vědomí;Ostatní;;Bez částky;Návrh Smlouvy o poskytnutí podpory členské obci SMS ČR se Sdružením místních samospráv ČR, z.s., Nábřeží 599, 760 00 Zlín-Prštné, o poskytování služeb „DTMka jednoduše = DTMka.cz“.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
15;2023-04-19;2023;neschvaluje;Doprava a sítě;;Bez částky;Uzavření nové smlouvy s dodavatelem zemního plynu Pražská plynárenská a.s. s vázací dobou tři roky.;RO č.15 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/442/RO%20%C4%8D.15%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;schvaluje;Doprava a sítě;;Bez částky;Vyznačení dvou parkovacích míst na parkovišti před budovou DPS a jejich bezplatné využívání pro parkování vozidel klientů DPS.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;schvaluje;Pozemky, majetek a bydlení;;Bez částky;Přístavbu rodinného domu „Půdní vestavba Písečná 509/6“ na pozemku p. č. 844 k. ú. Střelice u Brna, ulice Písečná 6, panu A. J.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;schvaluje;Pozemky, majetek a bydlení;;Bez částky;Upravenou projektovou dokumentaci pro společné povolení „Hala lehké výroby Střelice“ na pozemku p.č. 3432/60, k.ú. Střelice u Brna, ul. Ostopovická. Žadatelem je společnost MTK Brno s.r.o., IČ 10707361, v zastoupení společnosti PROTEGY s.r.o., IČ 09050299.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;schvaluje;Doprava a sítě;;Bez částky;Projektovou dokumentaci „Elektrizace trati vč. PEÚ Brno - Zastávka u Brna, 2. etapa“ změna stavby před dokončením k. ú. Omice předloženou Ing. Pavlínou Činčurovou, IČ 76209563, v zastoupení společnosti Správa železnic, státní organizace.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;schvaluje;Ostatní;;Bez částky;Sestavení pracovní skupiny na přípravu Programu rozvoje obce ze členů rady obce a jednoho člena sdružení Střeličník.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;schvaluje;Stavby, investice a územní rozvoj;;Bez částky;Příkazní smlouvu s Advokátní kanceláří Steska, Kavřík, s.r.o. na právní služby pro vypsání a zpracování uzavřeného výběrového řízení na TDI a BOZP na zakázku: Novostavba MŠ Střelice, stavební práce.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;schvaluje;Správa obce a úřad;;Bez částky;Program Zastupitelstva obce Střelice č. 5 – 11. 5. 2023.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;schvaluje;Školství;;Bez částky;Nabídku dotační kanceláře JD-dotace s.r.o. na podání žádosti o dotaci na FVE – MŠ Střelice, ul. Školní, včetně manažerského řízení projektu.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;schvaluje;Doprava a sítě;8000;do 10 tis. Kč;Uhrazení částky ve výši 8 000 Kč za spotřebovanou elektrickou energii při stavebních úpravách toalet v době 1-3/2022 v restauraci U Nádraží nájemci restaurace, společnosti VSP corp, s.r.o.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;schvaluje;Kultura, sport a spolky;;Bez částky;Návrh kulturní komise na setkání zástupců spolků ve Střelicích – 30. 5. 2023 v 18 hod, restaurace U Nádraží.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;rozhodla;Stavby, investice a územní rozvoj;;Bez částky;O zrušení Veřejné zakázky – „Novostavba MŠ Střelice – dodávka gastro“, z důvodu nadbytečně omezující technické specifikace s ohledem na oprávněné potřeby veřejné zakázky.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;projednala;Dotace a finance;;Bez částky;Návrh Smlouvy o poskytnutí dotace z rozpočtu JMK v rámci dotačního programu: Podpora cyklistiky a cyklistické dopravy v JMK v r. 2023. Jedná se o realizaci projektu Cyklotrasa údolím Bobravy III. etapa. RO předává návrh smlouvy do zastupitelstva ke schválení.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;bere na vědomí;Ostatní;;Bez částky;Zprávu Krajského ředitelství policie JMK o bezpečnostní situaci v obci Střelice za r. 2022.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;bere na vědomí;Životní prostředí a odpady;;Bez částky;Oznámení MěÚ Šlapanice, odboru životního prostředí o zahájení vodoprávního řízení s panem M. S. zastoupeným společností AQUA ENVIRO s.r.o. o vydání souhlasu s realizací hydrologického průzkumu – průzkumný hydrogeologický vrt na pozemku p. č. 7192 v k. ú. Střelice u Brna. Lokalita Mastné hory.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;bere na vědomí;Životní prostředí a odpady;;Bez částky;Oznámení MěÚ Šlapanice, odboru životního prostředí o udělení souhlasu panu R. M. a paní M. M. zastoupenými společností STUDNY S&K, s.r.o. s geologickými pracemi spojenými se zásahem do pozemku „Hydrogeologický průzkumný vrt“ na pozemku p. č. 5792/1 v k. ú. Střelice u Brna. Lokalita Březečí.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;bere na vědomí;Pozemky, majetek a bydlení;;Bez částky;Oznámení MěÚ Šlapanice, odboru životního prostředí o zahájení vodoprávního řízení ve věci odběru povrchové vody z významného vodního toku Bobrava v rámci akce „Jednorázový odběr povrchové vody z VVT Bobrava v k. ú Střelice u Brna“ na pozemku p. č. 6409/1 v k. ú. Střelice u Brna. Odběrem budou také dotčeny pozemky 6410 a 6408 v k. ú. Střelice u Brna. Žadatelem je společnost CEPS a.s., IČ 25721551.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;bere na vědomí;Životní prostředí a odpady;;Bez částky;Oznámení MěÚ Šlapanice, odboru životního prostředí o zahájení vodoprávního řízení s žadatelem, společností AQUA ENVIRO s.r.o., o vydání souhlasu s realizací hydrologického průzkumu – průzkumný vrt HV2s na pozemku p. č. 6720 v k. ú. Střelice u Brna. Lokalita Mladá hora, majitelka pozemku V. H.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;bere na vědomí;Pozemky, majetek a bydlení;;Bez částky;Informaci společnosti Správa a údržba silnic JMK o podání návrhu na odstranění zhotoveného sjezdu na pozemku p. č. 5107, k. ú. Střelice u Brna a připojení ke krajské silnici, ul. Ostopovická. Bude řešeno Silničním správním úřadem MěÚ Šlapanice.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;bere na vědomí;Školství;;Bez částky;Oznámení ředitele ZUŠ Střelice o vyhlášení ředitelského volna na den 17. 5. 2023 z důvodu přijímacího řízení do hudebního oboru ZUŠ.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
16;2023-05-03;2023;bere na vědomí;Správa obce a úřad;;Bez částky;Zápis ze třetího zasedání Komise stavební.;RO č.16 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/443/RO%20%C4%8D.16%20-%20z%C3%A1pis.pdf
17;2023-05-10;2023;schvaluje;Stavby, investice a územní rozvoj;;Bez částky;Vypsání nové veřejné zakázky – Novostavba MŠ Střelice – dodávka gastro, prostřednictvím společnosti Stezka, Kavřík, advokátní kancelář, s.r.o., ke dni 11. 5. 2023.;RO č.17 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/444/RO%20%C4%8D.17%20-%20z%C3%A1pis.pdf
17;2023-05-10;2023;schvaluje;Kultura, sport a spolky;;Bez částky;Nabídku MAS Bobrava, z.s. na zpracování Populační projekce do roku 2030 pro členy spolku.;RO č.17 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/444/RO%20%C4%8D.17%20-%20z%C3%A1pis.pdf
17;2023-05-10;2023;schvaluje;Stavby, investice a územní rozvoj;;Bez částky;Příkazní smlouvu s advokátní kanceláří Steska, Kavřík, advokátní kancelář, s.r.o. na právní služby pro vypsání a zpracování výběrového řízení na zakázku: Modernizace povrchu cyklotrasy údolím Bobravy, Střelice, III. etapa, stavební práce.;RO č.17 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/444/RO%20%C4%8D.17%20-%20z%C3%A1pis.pdf
17;2023-05-10;2023;schvaluje;Pozemky, majetek a bydlení;;Bez částky;Zakoupení nového křovinořezu STIHL FS 411 C pro potřebu údržby obecních pozemků.;RO č.17 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/444/RO%20%C4%8D.17%20-%20z%C3%A1pis.pdf
17;2023-05-10;2023;projednala;Stavby, investice a územní rozvoj;;Bez částky;Vyhodnocení veřejné zakázky: Novostavba MŠ Střelice, stavební práce, zpracované a předložené společností Stezka, Kavřík, advokátní kancelář, s.r.o. Na základě nabídek podaných do veřejné zakázky doporučuje zastupitelstvu obce schválit smlouvu o dílo se společností Stavební firma MATYÁŠ s.r.o., IČ: 29298113.;RO č.17 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/444/RO%20%C4%8D.17%20-%20z%C3%A1pis.pdf
17;2023-05-10;2023;bere na vědomí;Pozemky, majetek a bydlení;;Bez částky;Oznámení společnosti STUDNY S&K, s.r.o., Palackého 975, Polná o provedení průzkumného vrtu za účelem zjištění stavu podzemních vod na pozemku p. č. 5792/1 v k. ú. Střelice u Brna. Majitelé pozemku R. M. a M. M. Lokalita Březečí.;RO č.17 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/444/RO%20%C4%8D.17%20-%20z%C3%A1pis.pdf
17;2023-05-10;2023;bere na vědomí;Životní prostředí a odpady;;Bez částky;Oznámení MěÚ Šlapnice, odboru životního prostředí o vydání povolení k vypouštění vyčištěných odpadních vod do vod povrchových. Jedná se o navýšení kapacity vypouštěných vyčištěných odpadních vod. Současně vydává stavební povolení na rozšíření ČOV Střelice.;RO č.17 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/444/RO%20%C4%8D.17%20-%20z%C3%A1pis.pdf
17;2023-05-10;2023;bere na vědomí;Stavby, investice a územní rozvoj;;Bez částky;Oznámení MěÚ Šlapnice, silničního správního úřadu o povolení částečné uzavírky – silnice č. III/15267, ul. Nebovidská z důvodu stavby: Chodník ul. Nebovidská.;RO č.17 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/444/RO%20%C4%8D.17%20-%20z%C3%A1pis.pdf
17;2023-05-10;2023;bere na vědomí;Pozemky, majetek a bydlení;;Bez částky;Oznámení společnosti INPRO Moravia s.r.o. zajišťující údržbové práce na potrubí produktovodu společnosti ČEPRO, a.s., že v rámci údržby produktovodu DN 500 dojde ke vjezdu a vstupu na pozemek p. č. 6093/1 v k. ú. Střelice u Brna, který je v majetku obce Střelice, v termínu od 5. 6. 2023 do 30. 6. 2023.;RO č.17 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/444/RO%20%C4%8D.17%20-%20z%C3%A1pis.pdf
17;2023-05-10;2023;bere na vědomí;Sociální a zdravotní oblast;;Bez částky;Zápis ze třetího zasedání Komise sociální.;RO č.17 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/444/RO%20%C4%8D.17%20-%20z%C3%A1pis.pdf
18;2023-05-15;2023;schvaluje;Správa obce a úřad;;Bez částky;Program Zastupitelstva obce Střelice č. 6 – 22. 5. 2023.;RO č.18 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/445/RO%20%C4%8D.18%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Stavby, investice a územní rozvoj;;Bez částky;Žádost projektanta Ing. Karla Jiříčka, Vodova 2314/101, Brno v zastoupení V. E. a souhlasí se stavbou rodinného domu „Novostavba RD Eliášovi“ na pozemku p. č. 7609/1 v k. ú. Střelice u Brna, lokalita Žleby II.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Stavby, investice a územní rozvoj;;Bez částky;Žádost projektanta Ing. Petra Přibyla, Znojemská 2716/78, Jihlava v zastoupení pana M. K. a E. K. a souhlasí s projektovou dokumentací pro stavbu „NOVOSTAVBA RD STŘELICE“ na pozemcích p. č. 5359/4 a 5359/12 v k. ú. Střelice u Brna, lokalita Kopaniny. RO souhlasí s připojením na dešťovou kanalizaci a s připojením na místní komunikaci.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Pozemky, majetek a bydlení;;Bez částky;Žádost společnosti A77 architektonický ateliér Brno, s.r.o., Taussigova 3464/21, Brno v zastoupení paní P. D. a souhlasí s projektovou dokumentací pro stavbu „NÁVRH OPĚRNÝCH ZDÍ“ na pozemku p. č. 5363/2 v k. ú. Střelice u Brna, lokalita Kopaniny. Podmínkou souhlasu je maximální výška v nejvyšší části 2 m, a osázení zdi zelení.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Stavby, investice a územní rozvoj;;Bez částky;Žádost Ing. Ondřeje Fukana, Jaroslava Svobody 22, Střelice v zastoupení investora pana J. Č. a souhlasí s projektovou dokumentací pro stavbu „Novostavba RD – SO01“ na p. č. 2903/87 v k. ú. Střelice u Brna, ulice Jaroslava Svobody.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Stavby, investice a územní rozvoj;;Bez částky;Žádost Ing. Ondřeje Fukana, Jaroslava Svobody 22, Střelice v zastoupení investora pana J. Č. a souhlasí s projektovou dokumentací pro stavbu „Novostavba RD – SO02“ na p. č. 2903/86 v k. ú. Střelice u Brna, ulice Jaroslava Svobody.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Kultura, sport a spolky;;Bez částky;Žádost Sboru dobrovolných hasičů Střelice o uzavření komunikace ul. Kozí strana z důvodu oslav 125. výročí založení SDH ve Střelicích v termínu 17. 6. 2023 od 13 hod. do 18 hod. Podmínkou souhlasu je předání informace (oznámení do schránek) všech majitelů nemovitostí a občanů bydlících v ul. Kozí strana.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Pozemky, majetek a bydlení;;Bez částky;Smlouvu o zřízení věcného břemene (BM-01030081514/001-BRIX) mezi společností EG.D, a.s. a obcí Střelice předloženou projekční kanceláří ADITIS Group s.r.o. Jedná se o uložení kabelového vedení NN do obecního pozemku p. č. 1467/1, k. ú. Střelice u Brna, ul. Za Humny.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Pozemky, majetek a bydlení;;Bez částky;"Žádost projekční kanceláře ADITIS GROUP s.r.o. k provedení stavby ""Střelice, Za Humny, sm. NN, Ferdus“ na pozemcích p. č. 1565/2 a 1467/1 v k. ú. Střelice u Brna, ulice Za Humny. Jedná se o umístění nové přípojkové skříně.";RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Dotace a finance;58050;50–100 tis. Kč;Smlouvu mezi obcí Střelice a Jihomoravským krajem na poskytnutí dotace: Podpora adaptačních opatření na změnu klimatu v r. 2023. K realizaci projektu získala obec dotaci ve výši 58 050 Kč.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Životní prostředí a odpady;;Bez částky;Rámcovou kupní smlouvu o dodávkách kovového odpadu mezi obcí Střelice a společností REMET spol. s.r.o.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Dotace a finance;;Bez částky;Předložené rozpočtové opatření č. 5/2023.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Pozemky, majetek a bydlení;;Bez částky;Smlouvu o zřízení věcného břemene (BM- 014330075161/001-ADS) mezi společností EG.D, a.s. a obcí Střelice předloženou projekční kanceláří ADITIS Group s.r.o. Jedná se o uložení kabelového vedení NN do obecních pozemků p. č. 45 a p. č. 5364/6, k. ú. Střelice u Brna, ul. Zbirovského.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Stavby, investice a územní rozvoj;;Bez částky;Vyhodnocení veřejné zakázky: Novostavba MŠ Střelice - TDI a BOZP. Také schvaluje smlouvu o dílo se společností Dokfi s.r.o., Běhounská 2, Brno IČ: 29226155 na výše uvedené práce.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Školství;;Bez částky;Převod výsledku hospodaření ZUŠ Střelice za r. 2022 ve výši 34 538,68 Kč do rezervního fondu.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Ostatní;83000;50–100 tis. Kč;Smlouvu s agenturou David Němeček, IČ: 04701658, Kachlíkova 883/5, Brno, která zastupuje Roberta Křesťana a Druhé trávy při účinkování ve Střelicích dne 15. 9. 2023. Cena za vystoupení činí 83 000 Kč + ubytování pro účinkující 2x dvoulůžkový pokoj.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
19;2023-05-24;2023;schvaluje;Pozemky, majetek a bydlení;;Bez částky;Záměr na pronájem nebytových prostor na adrese nám. Svobody 88/5, 664 47 Střelice v období od 1. 5. 2024 do 31. 12. 2030.;RO č.19 - zápis.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/446/RO%20%C4%8D.19%20-%20z%C3%A1pis.pdf
